h3,month,n,lat,lon,area,CIS
8961892e933ffff,2023-12,124,12.983791902122054,77.60553261750874,Chandni Chowk,70.21
8961892e933ffff,2024-01,283,12.983791902122054,77.60553261750874,Chandni Chowk,70.21
8961892e933ffff,2024-02,187,12.983791902122054,77.60553261750874,Chandni Chowk,70.21
8961892e933ffff,2024-03,287,12.983791902122054,77.60553261750874,Chandni Chowk,70.21
8961892e933ffff,2024-04,57,12.983791902122054,77.60553261750874,Chandni Chowk,70.21
8961892e937ffff,2023-11,545,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e937ffff,2023-12,433,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e937ffff,2024-01,1166,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e937ffff,2024-02,284,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e937ffff,2024-03,577,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e937ffff,2024-04,74,12.982733210890897,77.60250530686746,Shivaji Nagar,83.02
8961892e93bffff,2023-11,35,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e93bffff,2023-12,26,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e93bffff,2024-01,48,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e93bffff,2024-02,7,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e93bffff,2024-03,21,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e93bffff,2024-04,19,12.986996487858796,77.60618855697619,Chandni Chowk,42.69
8961892e943ffff,2023-11,12,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e943ffff,2023-12,40,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e943ffff,2024-01,19,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e943ffff,2024-02,30,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e943ffff,2024-03,58,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e943ffff,2024-04,9,12.993377421558263,77.61592752561967,Ranka D Paradise,41.39
8961892e947ffff,2023-12,23,12.992318641690112,77.61289973164426,Sarvanton Circle,33.09
8961892e947ffff,2024-01,32,12.992318641690112,77.61289973164426,Sarvanton Circle,33.09
8961892e947ffff,2024-02,25,12.992318641690112,77.61289973164426,Sarvanton Circle,33.09
8961892e947ffff,2024-03,15,12.992318641690112,77.61289973164426,Sarvanton Circle,33.09
8961892e94bffff,2023-11,9,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94bffff,2023-12,61,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94bffff,2024-01,23,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94bffff,2024-02,22,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94bffff,2024-03,19,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94bffff,2024-04,1,12.996582155591616,77.61658367018129,Sindhi Colony,40.34
8961892e94fffff,2023-11,164,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e94fffff,2023-12,137,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e94fffff,2024-01,273,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e94fffff,2024-02,166,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e94fffff,2024-03,128,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e94fffff,2024-04,3,12.995523330260134,77.61355582015858,Silver Enclave,62.5
8961892e953ffff,2023-12,1,12.991231427006083,77.61829926119724,St Thomas Town,1.16
8961892e957ffff,2024-01,10,12.990172693419298,77.61527139953856,Dharmalingam Circle,16.55
8961892e957ffff,2024-03,7,12.990172693419298,77.61527139953856,Dharmalingam Circle,16.55
8961892e95bffff,2023-11,2,12.994436200607606,77.61895544332485,Sindhi Colony,9.89
8961892e95bffff,2023-12,2,12.994436200607606,77.61895544332485,Sindhi Colony,9.89
8961892e95bffff,2024-02,2,12.994436200607606,77.61895544332485,Sindhi Colony,9.89
8961892e95bffff,2024-03,1,12.994436200607606,77.61895544332485,Sindhi Colony,9.89
8961892e95bffff,2024-04,1,12.994436200607606,77.61895544332485,Sindhi Colony,9.89
8961892e963ffff,2023-11,14,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e963ffff,2023-12,17,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e963ffff,2024-01,48,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e963ffff,2024-02,30,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e963ffff,2024-03,8,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e963ffff,2024-04,1,12.993405677152369,77.6075004913409,Coles Park Junction,38.65
8961892e967ffff,2023-11,8,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e967ffff,2023-12,10,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e967ffff,2024-01,10,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e967ffff,2024-02,4,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e967ffff,2024-03,13,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e967ffff,2024-04,2,12.99234684939873,77.60447301256455,Sulthangunta,27.04
8961892e96bffff,2023-12,2,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8
8961892e96bffff,2024-01,14,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8
8961892e96bffff,2024-02,10,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8
8961892e96bffff,2024-03,9,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8
8961892e96bffff,2024-04,4,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8
8961892e96fffff,2023-11,1,12.995551407426428,77.60512895141567,Surya Kiran Chandra Kiran Apartments,6.27
8961892e96fffff,2024-02,4,12.995551407426428,77.60512895141567,Surya Kiran Chandra Kiran Apartments,6.27
8961892e96fffff,2024-04,1,12.995551407426428,77.60512895141567,Surya Kiran Chandra Kiran Apartments,6.27
8961892e973ffff,2023-11,7,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e973ffff,2023-12,12,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e973ffff,2024-01,10,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e973ffff,2024-02,12,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e973ffff,2024-03,4,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e973ffff,2024-04,1,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72
8961892e977ffff,2023-11,11,12.990201079542668,77.60684451492004,Coles Park Junction,24.08
8961892e977ffff,2023-12,3,12.990201079542668,77.60684451492004,Coles Park Junction,24.08
8961892e977ffff,2024-01,6,12.990201079542668,77.60684451492004,Coles Park Junction,24.08
8961892e977ffff,2024-02,9,12.990201079542668,77.60684451492004,Coles Park Junction,24.08
8961892e977ffff,2024-03,5,12.990201079542668,77.60684451492004,Coles Park Junction,24.08
8961892e97bffff,2023-11,82,12.994464504109935,77.61052809387535,Pulikeshi Nagar,50.71
8961892e97bffff,2023-12,84,12.994464504109935,77.61052809387535,Pulikeshi Nagar,50.71
8961892e97bffff,2024-01,117,12.994464504109935,77.61052809387535,Pulikeshi Nagar,50.71
8961892e97bffff,2024-02,84,12.994464504109935,77.61052809387535,Pulikeshi Nagar,50.71
8961892e97bffff,2024-03,38,12.994464504109935,77.61052809387535,Pulikeshi Nagar,50.71
8961892e983ffff,2024-01,2,12.97841239186492,77.61567471749112,Sivanchetti Gardens,6.77
8961892e983ffff,2024-02,2,12.97841239186492,77.61567471749112,Sivanchetti Gardens,6.77
8961892e983ffff,2024-03,1,12.97841239186492,77.61567471749112,Sivanchetti Gardens,6.77
8961892e987ffff,2024-03,1,12.977353840233196,77.6126470800068,Sivanchetti Gardens,1.87
8961892e98bffff,2023-11,13,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12
8961892e98bffff,2023-12,17,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12
8961892e98bffff,2024-01,14,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12
8961892e98bffff,2024-02,3,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12
8961892e98bffff,2024-03,11,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12
8961892e98fffff,2023-11,220,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e98fffff,2023-12,212,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e98fffff,2024-01,271,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e98fffff,2024-02,166,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e98fffff,2024-03,170,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e98fffff,2024-04,29,12.98055854458168,77.61330313217205,Sivanchetti Gardens,70.35
8961892e993ffff,2023-11,1,12.976266153356367,77.6180463329245,HM Gladiolus,23.09
8961892e993ffff,2023-12,8,12.976266153356367,77.6180463329245,HM Gladiolus,23.09
8961892e993ffff,2024-01,5,12.976266153356367,77.6180463329245,HM Gladiolus,23.09
8961892e993ffff,2024-02,8,12.976266153356367,77.6180463329245,HM Gladiolus,23.09
8961892e993ffff,2024-03,20,12.976266153356367,77.6180463329245,HM Gladiolus,23.09
8961892e997ffff,2023-11,78,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e997ffff,2023-12,97,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e997ffff,2024-01,122,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e997ffff,2024-02,88,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e997ffff,2024-03,62,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e997ffff,2024-04,20,12.97520764800235,77.61501862776264,WEBBS Circle Junction,56.91
8961892e9a3ffff,2023-11,383,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a3ffff,2023-12,220,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a3ffff,2024-01,417,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a3ffff,2024-02,190,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a3ffff,2024-03,296,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a3ffff,2024-04,71,12.97844134799895,77.60724811631391,Tasker Town,74.91
8961892e9a7ffff,2023-11,2,12.977382748575096,77.6042207940006,MG Road Area,9.34
8961892e9a7ffff,2024-01,1,12.977382748575096,77.6042207940006,MG Road Area,9.34
8961892e9a7ffff,2024-02,2,12.977382748575096,77.6042207940006,MG Road Area,9.34
8961892e9a7ffff,2024-03,1,12.977382748575096,77.6042207940006,MG Road Area,9.34
8961892e9abffff,2023-11,1671,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9abffff,2023-12,1046,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9abffff,2024-01,1532,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9abffff,2024-02,1021,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9abffff,2024-03,1206,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9abffff,2024-04,191,12.981645967305287,77.60790407487231,Tasker Town,94.28
8961892e9afffff,2023-11,92,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9afffff,2023-12,97,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9afffff,2024-01,161,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9afffff,2024-02,129,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9afffff,2024-03,146,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9afffff,2024-04,21,12.980587322353712,77.60487669651708,Tasker Town,63.49
8961892e9b3ffff,2023-11,4,12.976295287838843,77.60961956625042,Tyagi Henagalavarayan Junction,16.23
8961892e9b3ffff,2023-12,2,12.976295287838843,77.60961956625042,Tyagi Henagalavarayan Junction,16.23
8961892e9b3ffff,2024-01,2,12.976295287838843,77.60961956625042,Tyagi Henagalavarayan Junction,16.23
8961892e9b3ffff,2024-02,8,12.976295287838843,77.60961956625042,Tyagi Henagalavarayan Junction,16.23
8961892e9b3ffff,2024-03,3,12.976295287838843,77.60961956625042,Tyagi Henagalavarayan Junction,16.23
8961892e9b7ffff,2023-11,84,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9b7ffff,2023-12,106,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9b7ffff,2024-01,79,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9b7ffff,2024-02,85,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9b7ffff,2024-03,32,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9b7ffff,2024-04,20,12.975236734693159,77.60659217623126,Cauvery Junction,55.57
8961892e9bbffff,2023-11,618,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9bbffff,2023-12,728,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9bbffff,2024-01,993,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9bbffff,2024-02,794,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9bbffff,2024-03,844,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9bbffff,2024-04,280,12.979499946671595,77.61027556237418,Sri Nagamma Devi Circle,88.53
8961892e9c3ffff,2023-11,19,12.985880539373692,77.62001482567302,Venkatachalam Circle,37.76
8961892e9c3ffff,2023-12,17,12.985880539373692,77.62001482567302,Venkatachalam Circle,37.76
8961892e9c3ffff,2024-01,32,12.985880539373692,77.62001482567302,Venkatachalam Circle,37.76
8961892e9c3ffff,2024-02,12,12.985880539373692,77.62001482567302,Venkatachalam Circle,37.76
8961892e9c3ffff,2024-03,25,12.985880539373692,77.62001482567302,Venkatachalam Circle,37.76
8961892e9c7ffff,2023-11,1,12.984821897539934,77.61698695238451,Narayana Reddy Colony,4.46
8961892e9c7ffff,2024-03,3,12.984821897539934,77.61698695238451,Narayana Reddy Colony,4.46
8961892e9cfffff,2023-11,21,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892e9cfffff,2023-12,23,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892e9cfffff,2024-01,18,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892e9cfffff,2024-02,7,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892e9cfffff,2024-03,38,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892e9cfffff,2024-04,8,12.988026659309769,77.61764309755067,Meanee Avenue Layout,36.79
8961892ea03ffff,2024-03,1,13.015755173949385,77.63737947662257,Keerthi Layout,1.16
8961892ea0bffff,2023-11,4,13.01896020936421,77.63803604992204,Sena Vihar,10.37
8961892ea0bffff,2023-12,1,13.01896020936421,77.63803604992204,Sena Vihar,10.37
8961892ea0bffff,2024-01,1,13.01896020936421,77.63803604992204,Sena Vihar,10.37
8961892ea0bffff,2024-02,5,13.01896020936421,77.63803604992204,Sena Vihar,10.37
8961892ea0fffff,2024-03,2,13.01790116236127,77.63500717739375,Ramaiah Layout,2.23
8961892ea13ffff,2023-12,2,13.013609099633314,77.63975180590768,Kulappa Circle,4.2
8961892ea13ffff,2024-04,1,13.013609099633314,77.63975180590768,Kulappa Circle,4.2
8961892ea17ffff,2023-11,1,13.012550144259501,77.6367229218136,Arogyappa Layout,3.31
8961892ea17ffff,2024-04,1,13.012550144259501,77.6367229218136,Arogyappa Layout,3.31
8961892ea1bffff,2023-12,1,13.016814174665843,77.64040841677112,PNS Layout,1.87
8961892ea23ffff,2024-04,1,13.015783065537757,77.62894980340226,Captain Munshi Layout,1.87
8961892ea27ffff,2023-11,1,13.014724015739867,77.62592130195779,Captain Munshi Layout,19.62
8961892ea27ffff,2023-12,12,13.014724015739867,77.62592130195779,Captain Munshi Layout,19.62
8961892ea27ffff,2024-01,4,13.014724015739867,77.62592130195779,Captain Munshi Layout,19.62
8961892ea27ffff,2024-02,7,13.014724015739867,77.62592130195779,Captain Munshi Layout,19.62
8961892ea27ffff,2024-03,5,13.014724015739867,77.62592130195779,Captain Munshi Layout,19.62
8961892ea2bffff,2024-02,2,13.018987970623783,77.62960622702458,Ramdev Garden,2.37
8961892ea37ffff,2023-12,8,13.012578166186834,77.62829339826756,Sait Palya,14.48
8961892ea37ffff,2024-02,7,13.012578166186834,77.62829339826756,Sait Palya,14.48
8961892ea37ffff,2024-03,7,13.012578166186834,77.62829339826756,Sait Palya,14.48
8961892ea43ffff,2023-11,2,13.023224341852869,77.64172169397364,HRBR Layout Extension,8.42
8961892ea43ffff,2023-12,3,13.023224341852869,77.64172169397364,HRBR Layout Extension,8.42
8961892ea43ffff,2024-01,1,13.023224341852869,77.64172169397364,HRBR Layout Extension,8.42
8961892ea43ffff,2024-03,1,13.023224341852869,77.64172169397364,HRBR Layout Extension,8.42
8961892ea47ffff,2023-11,52,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea47ffff,2023-12,50,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea47ffff,2024-01,61,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea47ffff,2024-02,55,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea47ffff,2024-03,9,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea47ffff,2024-04,6,13.022165250482654,77.63869264171262,Jahnavi Layout,46.29
8961892ea4fffff,2023-11,3,13.025370297283402,77.63934925199494,Chelekere,10.37
8961892ea4fffff,2024-01,1,13.025370297283402,77.63934925199494,Chelekere,10.37
8961892ea4fffff,2024-02,2,13.025370297283402,77.63934925199494,Chelekere,10.37
8961892ea4fffff,2024-03,2,13.025370297283402,77.63934925199494,Chelekere,10.37
8961892ea53ffff,2023-12,6,13.021078300495684,77.644094165997,HRBR Layout Extension,8.43
8961892ea53ffff,2024-01,2,13.021078300495684,77.644094165997,HRBR Layout Extension,8.43
8961892ea57ffff,2023-11,12,13.0200192554128,77.64106504612626,CMR Road,16.63
8961892ea57ffff,2023-12,2,13.0200192554128,77.64106504612626,CMR Road,16.63
8961892ea57ffff,2024-01,3,13.0200192554128,77.64106504612626,CMR Road,16.63
8961892ea57ffff,2024-02,1,13.0200192554128,77.64106504612626,CMR Road,16.63
8961892ea5bffff,2023-11,4,13.024283432246136,77.64475086990154,HRBR Layout Extension,17.2
8961892ea5bffff,2023-12,4,13.024283432246136,77.64475086990154,HRBR Layout Extension,17.2
8961892ea5bffff,2024-01,9,13.024283432246136,77.64475086990154,HRBR Layout Extension,17.2
8961892ea5bffff,2024-03,2,13.024283432246136,77.64475086990154,HRBR Layout Extension,17.2
8961892ea63ffff,2024-01,2,13.02325202100148,77.63329140639621,Chennakeshava Layout,4.39
8961892ea63ffff,2024-03,1,13.02325202100148,77.63329140639621,Chennakeshava Layout,4.39
8961892ea6bffff,2024-01,3,13.026456982828188,77.63394792305365,Hennuru Junction,5.6
8961892ea6fffff,2023-11,1,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea6fffff,2023-12,2,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea6fffff,2024-01,3,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea6fffff,2024-02,4,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea6fffff,2024-03,4,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea6fffff,2024-04,2,13.025397797915916,77.63091912973456,Siddappa Reddy Circle,14.77
8961892ea73ffff,2023-11,3,13.021106158146827,77.63566371312788,Sena Vihar Apartment,7.65
8961892ea73ffff,2024-01,1,13.021106158146827,77.63566371312788,Sena Vihar Apartment,7.65
8961892ea73ffff,2024-03,2,13.021106158146827,77.63566371312788,Sena Vihar Apartment,7.65
8961892ea7bffff,2024-03,2,13.0243111596252,77.63632026735259,Jalvayu Vihar,3.48
8961892ea83ffff,2024-01,4,13.008257830533164,77.64146753530699,Lakshmaiah Garden,5.42
8961892ea83ffff,2024-03,1,13.008257830533164,77.64146753530699,Lakshmaiah Garden,5.42
8961892ea87ffff,2024-01,1,13.007198966796778,77.63843863965332,Subramanyapalya,1.34
8961892ea9bffff,2024-01,1,13.009316693337524,77.64449655461644,Errappa Reddy Layout,1.87
8961892eab3ffff,2024-01,8,13.006140102139685,77.63540986766473,Munikalappa Garden Layout,7.96
8961892eab7ffff,2024-01,1,13.00508123657327,77.6323812193506,Ambience Downtown,1.34
8961892eac7ffff,2024-04,3,13.014668054063952,77.64278081366756,Subbannapalya Extension,3.63
8961892eacfffff,2024-02,3,13.017873174427864,77.64343748058587,HRBR Layout,5.77
8961892eacfffff,2024-03,1,13.017873174427864,77.64343748058587,HRBR Layout,5.77
8961892ead3ffff,2024-01,3,13.013580754761596,77.64818243961287,J Muniswamy Reddy Layout,4.43
8961892ead7ffff,2024-02,1,13.012521847570758,77.64515324060379,Bhuvanagari,3.76
8961892ead7ffff,2024-03,1,13.012521847570758,77.64515324060379,Bhuvanagari,3.76
8961892eb07ffff,2023-11,5,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb07ffff,2023-12,10,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb07ffff,2024-01,12,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb07ffff,2024-02,5,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb07ffff,2024-03,7,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb07ffff,2024-04,3,13.007283135219431,77.61315240853881,AK Colony,25.45
8961892eb0fffff,2023-12,1,13.010487807572206,77.61380853340617,Muslim Colony,8.1
8961892eb0fffff,2024-01,1,13.010487807572206,77.61380853340617,Muslim Colony,8.1
8961892eb0fffff,2024-03,6,13.010487807572206,77.61380853340617,Muslim Colony,8.1
8961892eb13ffff,2023-12,2,13.006196392844934,77.61855221475517,Richards Town,3.97
8961892eb17ffff,2023-11,10,13.005137431186434,77.61552419658362,SBI Senior Officers Flats,19.37
8961892eb17ffff,2024-01,8,13.005137431186434,77.61552419658362,SBI Senior Officers Flats,19.37
8961892eb17ffff,2024-02,3,13.005137431186434,77.61552419658362,SBI Senior Officers Flats,19.37
8961892eb47ffff,2024-03,1,13.014751584489819,77.61749273934453,Arokiyamma Layout,1.34
8961892eb4fffff,2023-12,2,13.017956313797567,77.6181489572312,Mysore Income Tax Layout,10.98
8961892eb4fffff,2024-01,7,13.017956313797567,77.6181489572312,Mysore Income Tax Layout,10.98
8961892eb4fffff,2024-03,1,13.017956313797567,77.6181489572312,Mysore Income Tax Layout,10.98
8961892eb6bffff,2023-12,1,13.019042668804397,77.6127489679529,Tiger Tippu Circle,8.73
8961892eb6bffff,2024-01,2,13.019042668804397,77.6127489679529,Tiger Tippu Circle,8.73
8961892eb6bffff,2024-03,5,13.019042668804397,77.6127489679529,Tiger Tippu Circle,8.73
8961892eb83ffff,2023-11,4,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb83ffff,2023-12,3,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb83ffff,2024-01,14,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb83ffff,2024-02,7,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb83ffff,2024-03,28,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb83ffff,2024-04,2,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59
8961892eb87ffff,2023-11,9,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb87ffff,2023-12,4,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb87ffff,2024-01,31,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb87ffff,2024-02,8,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb87ffff,2024-03,4,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb87ffff,2024-04,2,12.999786895498021,77.617239833224,Nanjappa Block,27.19
8961892eb8bffff,2023-12,2,13.004050556630327,77.62092410060006,Lazar Layout,8.95
8961892eb8bffff,2024-01,2,13.004050556630327,77.62092410060006,Lazar Layout,8.95
8961892eb8bffff,2024-02,2,13.004050556630327,77.62092410060006,Lazar Layout,8.95
8961892eb8bffff,2024-03,1,13.004050556630327,77.62092410060006,Lazar Layout,8.95
8961892eb8bffff,2024-04,2,13.004050556630327,77.62092410060006,Lazar Layout,8.95
8961892eb8fffff,2023-11,2,13.00299164125624,77.61789601474842,Richards Town,9.52
8961892eb8fffff,2024-02,6,13.00299164125624,77.61789601474842,Richards Town,9.52
8961892eb93ffff,2024-01,3,12.998699803753027,77.62263974140777,Cox Town,19.96
8961892eb93ffff,2024-02,19,12.998699803753027,77.62263974140777,Cox Town,19.96
8961892eb93ffff,2024-03,15,12.998699803753027,77.62263974140777,Cox Town,19.96
8961892eb97ffff,2023-11,2,12.997640980093008,77.61961164393412,Government Police Quarters,18.99
8961892eb97ffff,2023-12,1,12.997640980093008,77.61961164393412,Government Police Quarters,18.99
8961892eb97ffff,2024-02,6,12.997640980093008,77.61961164393412,Government Police Quarters,18.99
8961892eb97ffff,2024-03,17,12.997640980093008,77.61961164393412,Government Police Quarters,18.99
8961892eb97ffff,2024-04,3,12.997640980093008,77.61961164393412,Government Police Quarters,18.99
8961892eba3ffff,2023-11,48,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba3ffff,2023-12,182,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba3ffff,2024-01,202,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba3ffff,2024-02,107,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba3ffff,2024-03,102,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba3ffff,2024-04,35,13.000873807961767,77.6118402142471,Sri Ramakrishnappa Circle,61.2
8961892eba7ffff,2023-12,3,12.999814890064073,77.60881249961605,Weave,8.0
8961892eba7ffff,2024-01,3,12.999814890064073,77.60881249961605,Weave,8.0
8961892eba7ffff,2024-03,1,12.999814890064073,77.60881249961605,Weave,8.0
8961892ebabffff,2023-12,23,13.00407846867552,77.61249630215265,Basappa Line,21.33
8961892ebabffff,2024-01,3,13.00407846867552,77.61249630215265,Basappa Line,21.33
8961892ebafffff,2023-11,1,13.003019505323492,77.60946853147155,Pottery Town,2.15
8961892ebb3ffff,2023-11,10,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb3ffff,2023-12,5,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb3ffff,2024-01,15,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb3ffff,2024-02,22,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb3ffff,2024-03,35,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb3ffff,2024-04,7,12.998728024713742,77.61421192715285,Frazer Town,31.18
8961892ebb7ffff,2023-11,54,12.997669153099467,77.61118414482152,Pulikeshi Nagar,45.09
8961892ebb7ffff,2023-12,50,12.997669153099467,77.61118414482152,Pulikeshi Nagar,45.09
8961892ebb7ffff,2024-01,64,12.997669153099467,77.61118414482152,Pulikeshi Nagar,45.09
8961892ebb7ffff,2024-02,49,12.997669153099467,77.61118414482152,Pulikeshi Nagar,45.09
