h3,lat,lon,area,cost_year,CIS,n_parking
896189219abffff,12.98121744219882,77.72595090269382,SJR I Park,803.725165562914,12.92,14
8961892ee4bffff,13.011405617916534,77.65898655791297,B Channasandra,761.4238410596026,12.92,15
89601459013ffff,13.043819538541346,77.54756601860569,Sri Veera Madakari Nayaka Circle,854.4867549668876,12.89,14
896189253d7ffff,12.952620501759803,77.65256546825445,Golf View Campus,939.0894039735101,12.84,15
8960145900bffff,13.04916672285149,77.54585027145363,Muni Venkatappa Block,862.9470198675497,12.8,13
8961892cdb7ffff,13.012687507798017,77.59458326156917,Hankappa Block,651.4403973509934,12.77,12
8961892412bffff,12.884387139462623,77.60205234574836,Jagdish Circle,947.5496688741722,12.76,16
89601459ea3ffff,13.046077757120113,77.50309438759821,Nelakadirena Halli,769.884105960265,12.75,13
8960145a4cbffff,12.92940584182962,77.56911712547911,Byrappa Block,566.8377483443709,12.74,10
8961892482bffff,12.892014785214199,77.56428130900501,Narayana Nagar,617.5993377483444,12.74,12
89601459c03ffff,13.031123291064446,77.50284733405225,Nelagedhrahalli Circle,888.3278145695366,12.7,14
8961892ee8fffff,12.995378828909907,77.65570209656508,Jal Vayu Tower,930.6291390728477,12.7,11
8961892594fffff,12.943250902244788,77.58318626917152,Ashoka Stambh Circle,662.4387417218544,12.69,11
8960145a63bffff,12.949746605040392,77.55923099295099,Bhawani Nagar,786.8046357615896,12.69,13
8961892dd13ffff,13.07349748532631,77.6323366853902,Subdivision Quarters,693.7417218543047,12.69,11
8960145b5a3ffff,12.96362089285422,77.56487686913171,Karnataka Police Staff Quarters,786.8046357615896,12.68,14
896189255cfffff,12.920501139354965,77.66285755191612,Avana,710.6622516556293,12.67,12
8960145b123ffff,12.986129364753623,77.54419855710536,SR Dinne,778.3443708609271,12.66,15
89618924aa3ffff,12.903742264817788,77.57229683267205,Adarsh Nivas,820.6456953642386,12.64,16
89618924817ffff,12.885574761034826,77.57139121571913,KC Circle,744.5033112582784,12.64,13
89601458517ffff,12.968073316985041,77.50962158352039,BDA Layout,879.8675496688742,12.63,15
89601458433ffff,12.976571580090033,77.52539571366798,Shrishylanagar,913.7086092715232,12.63,15
89601459ed7ffff,13.050318648235917,77.51519194164204,Josy Layout,761.4238410596026,12.59,13
8960145b243ffff,13.023412325449542,77.58272639319945,Dena Bank Colony,736.0430463576159,12.57,13
89618921dc7ffff,12.9693489663069,77.75166560780691,HBK Layout,642.9801324503312,12.57,9
896014590d7ffff,13.042735725211386,77.55296271421872,Sharadamba Nagar,820.6456953642386,12.52,14
896014594a7ffff,13.022429200105345,77.55442874309225,Dr Ambedkar Nagar,710.6622516556293,12.51,12
89601458547ffff,12.977682680934002,77.511584241423,Nagarbhavi BDA Shopping Complex,609.1390728476822,12.48,8
8961892e437ffff,12.974901701921937,77.69932686495953,Durga Petals,827.8973509933775,12.47,11
8960145a8c3ffff,12.941417026542867,77.49295077657537,Nagadevanahalli,744.5033112582784,12.44,14
896016911d3ffff,13.245392062958391,77.71543571598961,Giriyamma Circle,778.3443708609271,12.42,14
89601459127ffff,13.0375063373496,77.51257422728649,Dynamtic Circle,879.8675496688741,12.41,17
89601459133ffff,13.036423259226542,77.51796880590841,Peenya SRS,888.3278145695365,12.41,15
8960145b033ffff,12.991397920133018,77.56774800654706,Sunrise Arunachalan Circle,659.9006622516557,12.41,12
8961892540fffff,12.92793645767446,77.67563116483235,Bellandur Circle,854.4867549668875,12.4,16
8961892e657ffff,13.004783775583347,77.71671401286831,Bethel Nagar,702.2019867549669,12.32,11
8961892614bffff,12.839308181968477,77.64341555679498,Himagiri Residency,871.407284768212,12.26,17
8961892442bffff,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,829.1059602649007,12.24,14
89618925267ffff,12.969705505243729,77.65887836305738,Nada Prabhu Kempegowda Circle,782.5745033112584,12.2,15
8961892444fffff,12.88312669250983,77.64957741172739,Filor House,888.3278145695365,12.19,15
8960145b313ffff,13.006384767834748,77.55957550906031,Block A,803.725165562914,12.15,14
896189255abffff,12.914123534318827,77.65311478799917,CPWD Quarters,736.0430463576159,12.15,13
8960145942bffff,13.034184444441099,77.55402330842583,Brindavan Nagar,862.9470198675497,12.12,12
8960145a30fffff,12.958410361185974,77.52449312575288,Nisarga Layout,871.4072847682119,12.12,11
8960145ad83ffff,12.911533074703945,77.4840448120431,Madhu Petrol Bunk Junction,702.2019867549669,12.11,11
89618925db7ffff,12.907941279102584,77.59282170131182,Delmia Circle,651.4403973509934,12.06,11
8961892ecafffff,12.972971931055143,77.64267482942982,Indiranagar,558.3774834437087,12.06,9
89618924873ffff,12.894129798959097,77.5703314076544,Chennabasappa Layout,634.5198675496689,12.04,9
8960145a417ffff,12.923027721774394,77.55938627102312,Kittur Rani Chennamma Circle,710.6622516556293,12.03,12
8960145968bffff,13.049095062628734,77.5711208312293,Whispering Meadows,786.8046357615896,11.99,14
89618934acfffff,12.808038823547518,77.69887229568462,Bangaranna Khanavali,837.566225165563,11.96,11
89601459567ffff,13.029969542869793,77.53349952776715,Raja Industrial Estate,829.1059602649007,11.96,14
89618925eabffff,12.944187879508064,77.61991195750308,KR Garden,769.884105960265,11.96,14
8961892dd43ffff,13.083112124737193,77.63430656119503,Venkatadri Estates,704.7400662251656,11.94,11
8961892ed43ffff,12.978353657521334,77.63253030668535,Bangalore Metropolitan Transport Corporation Quarters,516.0761589403974,11.94,7
8961892c4b3ffff,13.020964119425056,77.67782392562034,Kowdenahalli Extension,626.0596026490067,11.9,10
89618924e23ffff,12.896212954754912,77.58480343584444,Aishwarya Splendour,575.2980132450332,11.89,11
89618920b6bffff,12.96634148809631,77.70038490174124,Dr APJ Abdul Kalam Enclave,575.2980132450332,11.88,10
89601459697ffff,13.042687153942886,77.56980995295861,HIG Colony,744.5033112582784,11.88,13
8961892ce0bffff,13.05641350668819,77.62602501381292,R & S Riviera Apartment,617.5993377483444,11.87,10
89601458c43ffff,12.986331944338778,77.47686056756481,Gollarahatti,541.4569536423841,11.8,8
89618924833ffff,12.886664106343547,77.56599621736362,Silver Oak Plantation Junction,702.2019867549669,11.8,12
89618925a57ffff,12.967739763278189,77.61067903437332,Mother Teresa Circle,558.3774834437087,11.79,11
896189259a3ffff,12.926171579055959,77.57688347032665,Jayanagar,769.884105960265,11.75,15
8960145b12bffff,12.989332995327187,77.54485341131877,Sri Mahaganapathi Nagar,829.1059602649007,11.74,14
8961892037bffff,12.96395845149131,77.76182126613912,Anjaneya Anugraha,566.8377483443709,11.74,7
89618924a53ffff,12.916528131486958,77.58333950852602,Sri Aurobindo Circle,651.4403973509934,11.72,12
8961892c4b7ffff,13.019905267622255,77.67479354671617,Raghavendra Circle,653.978476821192,11.71,11
8960145a857ffff,12.945705293215848,77.48821305216431,KV Orchids,499.15562913907297,11.69,9
896016966cfffff,13.107783385851064,77.60280690676636,Krishnaja Avenue,769.884105960265,11.68,13
8961892ec8bffff,12.973999837334667,77.6541336598593,Geethanjali Layout,829.1059602649007,11.67,11
89618920e47ffff,12.954406664784186,77.74296710655163,Prestige Raintree Park,710.6622516556293,11.59,13
89618925ac3ffff,12.96344705611618,77.61542193463187,Anglo Indian Block,820.6456953642385,11.59,10
8961892e0abffff,12.98884656894658,77.68811856958938,Shivganga Layout,818.953642384106,11.58,11
896189266c3ffff,12.8433839931096,77.68924067616467,Inspira Tropical Garden,778.3443708609271,11.56,11
8961892428bffff,12.906688892111724,77.6403455110973,Patel Channappa Circle,710.6622516556293,11.56,12
89618926bc7ffff,12.850227536861649,77.5894455351815,Royal Hermitage Layout,575.2980132450332,11.55,11
896014595b3ffff,13.013927824874534,77.53864629590288,Dollars Colony,566.8377483443709,11.47,9
89618926443ffff,12.828448106917202,77.6805548049665,Mahendra Aarya Homes,769.884105960265,11.41,10
89618925d8fffff,12.913261041767745,77.59952991615663,Gopalan Innovation Mall,634.5198675496689,11.39,12
8961892c947ffff,13.04478195094608,77.58428887272623,Abdul Jabbar Layout,609.1390728476822,11.37,12
89618927143ffff,12.888376101950733,77.67314867741027,Choodasandra Circle,659.9006622516557,11.29,9
89618925da7ffff,12.910088120555248,77.5904511078427,Bengaluru,769.884105960265,11.27,13
8961892c527ffff,13.022137344601518,77.64712340952492,Sri Bhaktha Kanakadasa Circle,558.3774834437087,11.26,11
89618927383ffff,12.895844543581084,77.67749170690524,Klassik Landmark,769.884105960265,11.2,13
8960145925bffff,13.07691622876767,77.55714362904304,Vidyaranyapura,651.4403973509934,11.16,11
8960169652fffff,13.077976621144208,77.56017016478384,HMT Layout,592.2185430463577,11.15,10
896016965b3ffff,13.066198601439568,77.56900003507086,AVR Layout,473.7748344370861,11.15,8
8960145918bffff,13.034256564638236,77.52875883479138,BDA Industrial Suburb,727.5827814569536,11.13,12
89601459babffff,13.05685287760628,77.46599683573763,Bynapalya,558.3774834437087,11.09,9
8961892404bffff,12.899221250291582,77.63600503532633,Vajpayee Nagar,473.7748344370861,11.08,8
896189242d3ffff,12.908803513075258,77.64640159355473,HSR Layout,456.8543046357616,11.05,9
8960145a3cbffff,12.959441833839316,77.53593580209031,Attiguppe Circle,456.8543046357616,11.05,9
89618927113ffff,12.878758894432199,77.67117797729851,Balaji Layout,558.3774834437087,11.03,9
8960145b023ffff,12.993542843983315,77.56537726526012,Sri Chowdeshwari Devi Circle,516.0761589403974,11.03,9
8960145a433ffff,12.92411554792809,77.55399130419033,7th Cross Road,520.3062913907285,11.02,8
8960145b32fffff,13.010699140235507,77.54641242526039,Sri Vasavi Garden,702.2019867549669,11.01,11
8960145a843ffff,12.948908101800253,77.48886682463771,Amma Ashrama Circle,473.7748344370861,11.01,8
8961892532bffff,12.959093158251644,77.63702033959996,Domlur Layout,465.31456953642385,10.99,9
89601458c7bffff,12.987415534097957,77.47146922764061,Dodda Gollarahatti,659.9006622516557,10.98,11
8961892eb4fffff,13.017956313797567,77.6181489572312,Mysore Income Tax Layout,693.7417218543047,10.98,10
89618925db3ffff,12.908998873763768,77.59584791473618,Bengaluru,592.2185430463577,10.96,9
8961892cb63ffff,13.068295269973788,77.58347992285206,NTI Layout,532.996688741722,10.96,9
89618921a53ffff,13.02065938700634,77.76220387301379,Chaithanya Samarpan,626.0596026490067,10.94,12
8960145b0a7ffff,12.984989958706299,77.5664374936953,Bengaluru Central City Corporation,532.996688741722,10.9,10
8961892460fffff,12.898096583867435,77.64983188407598,Haralukunte Village,626.0596026490067,10.88,12
8961892eddbffff,12.971913614790687,77.63964623538969,Sony World Junction,541.4569536423841,10.87,9
89618924237ffff,12.907812319774601,77.62651971342484,Vivekananda Circle,642.9801324503313,10.86,11
89601458127ffff,12.985248175541964,77.4822521984984,Byadrahalli,439.93377483443703,10.85,7
8960145b1b3ffff,12.976491563969546,77.55065449789325,Rajajinagar IT Park,710.6622516556293,10.83,12
8960169008bffff,13.198387564785666,77.70015308188223,Arisinakunte,456.8543046357616,10.79,9
8960145aa53ffff,12.969184164647874,77.4958128958321,Sri Maregowda Circle,617.5993377483444,10.79,10
8961892ec83ffff,12.970794492951716,77.65347689647938,Annayappa Colony,507.6158940397352,10.76,10
8961892ec07ffff,12.977235466560723,77.64636017933398,BSNL Telecom Officer Quarters,668.3609271523178,10.75,13
896189251b3ffff,12.92380513973153,77.63822789003127,Jakkasandra,609.1390728476822,10.74,11
8961892da2fffff,13.122677649022936,77.62835200925137,Durgamba Layout,693.7417218543047,10.72,12
8961892c9cbffff,13.04155258442783,77.59205929357039,Hebbal Junction,431.47350993377484,10.71,8
89601459863ffff,13.05360872153461,77.48217443332275,Anchepalya Village,710.6622516556293,10.69,12
89601459407ffff,13.029896350435614,77.55876499874549,Mathikere Extension,693.7417218543047,10.66,12
89618925ca7ffff,12.91749159579667,77.61163672595205,BTM Circle,532.996688741722,10.63,9
89618926077ffff,12.840327685366324,77.65486951799565,Concorde Cuppertino,473.7748344370861,10.62,8
89618921903ffff,12.985481905108065,77.72964093694527,Divyasree NR Enclave,702.2019867549669,10.61,11
89618920a2fffff,12.96521833652822,77.71422449394056,Sriram Spurthi Apartment,702.2019867549669,10.61,12
896016901c3ffff,13.19522446291114,77.6826149292126,Begur Chikkanahalli,626.0596026490067,10.61,11
8961892e5cbffff,12.97384367596949,77.69629613648969,Durga Petals,600.67880794702,10.59,8
8961892cda7ffff,13.014832643297488,77.59221182749619,Rahmat Nagar,566.8377483443709,10.59,10
89601459157ffff,13.04280652351214,77.52769784098055,Peenya,423.0132450331126,10.57,5
8960145b06fffff,13.003154711843738,77.56734306026524,Paresh Apartment,651.4403973509934,10.56,11
8961892597bffff,12.942192709377883,77.58016019383982,Teachers College Circle,499.15562913907297,10.56,9
8961892c807ffff,13.044731539148954,77.60114215713716,Yogesh Nagar,651.4403973509934,10.56,11
896189244cfffff,12.875624080037536,77.65366397396626,Venkateshwara Layout,710.6622516556293,10.56,12
89601459857ffff,13.050384689101904,77.48993720416985,Nanjundeshwara Layout,490.6953642384106,10.56,7
89618924297ffff,12.900278470431278,77.63903277916489,Gollarapalya,710.6622516556293,10.56,12
896014595bbffff,13.017131332191125,77.53930111047669,Rajiv Gandhi Nagar,710.6622516556293,10.56,12
896016901c7ffff,13.194162987709394,77.6795826569185,Yerthiganahalli,583.7582781456955,10.51,11
89618920a27ffff,12.962012054321159,77.71356668275233,Periwinkle Residency Block D,651.4403973509934,10.5,11
8961892587bffff,12.949600046821024,77.60134532062332,Wilson Vintage,592.2185430463577,10.49,10
89618924093ffff,12.878899098968285,77.63746627475473,Prospect Princeton Apartment,592.2185430463577,10.49,10
8961892c9a3ffff,13.030905749818027,77.57863940067652,GMR Layout,558.3774834437087,10.48,10
896016966c7ffff,13.104579025127595,77.6021507701661,Kogilu Cross Junction,642.9801324503313,10.47,11
8960169608bffff,13.093951040329884,77.58029904824161,Yelahanka New Town,693.7417218543047,10.46,12
89618926383ffff,12.84356982642235,77.64709935018062,Ajmera Annex,634.5198675496689,10.44,11
8961892ea4fffff,13.025370297283402,77.63934925199494,Chelekere,456.8543046357616,10.37,8
896189242cfffff,12.91309933946778,77.64165831694343,HSR Layout,448.39403973509934,10.37,8
8961892ea0bffff,13.01896020936421,77.63803604992204,Sena Vihar,558.3774834437087,10.37,11
8960145a173ffff,12.939190338488428,77.52056684390283,BWSSB Quarters,524.5364238410597,10.37,9
8961892e677ffff,13.004814759523452,77.70827716171667,Gangadhara Chari Layout,609.1390728476822,10.36,11
89601696423ffff,13.083255618054336,77.5837311496285,Olivia,414.55298013245033,10.36,7
8961892e00fffff,12.995258284672321,77.68943342177117,DNR Casablanca,414.55298013245033,10.36,7
8961892e4afffff,12.972753641360109,77.70170009331532,Alpine Eco Apartment,431.47350993377484,10.35,8
89601690157ffff,13.19951223987972,77.67786582149512,Yerthiganahalli,482.23509933774835,10.32,9
896189219bbffff,12.979068925833586,77.72832469963723,SJR I Park,473.7748344370861,10.29,8
89618925d13ffff,12.916465622052979,77.60018559888853,Jayadeva Junction,516.0761589403974,10.28,7
8961892c95bffff,13.046901441994054,77.590343472411,Esteem Mall,566.8377483443709,10.25,10
8960145b34bffff,13.019200174102178,77.56219630265886,PW Frames Colony,490.6953642384106,10.24,9
8960145b363ffff,13.01602173540264,77.55311857184648,Orion,609.1390728476822,10.23,11
8961892db2fffff,13.115252817712282,77.60714789872856,Yelahanka,651.4403973509934,10.22,11
89618926213ffff,12.856318974147412,77.6665803240049,Nanjuda Reddy Layout,516.0761589403974,10.22,8
8961892590bffff,12.936842339760934,77.58187541232932,Cauvery Circle,532.996688741722,10.22,9
89601459577ffff,13.027825902792477,77.53586991981562,Goraguntepalya,439.93377483443703,10.2,7
8960145b3cfffff,13.010647952062591,77.5632566697442,Malleshwaram West,482.23509933774835,10.2,8
8961892644bffff,12.831654035228972,77.68121174576994,Mahendra Aarya Homes,647.2102649006623,10.18,8
8960145a4c7ffff,12.925143747291242,77.56543661136617,KIMS Staff Quarters,566.8377483443709,10.12,10
896014580cbffff,12.996876460916635,77.52392846915603,Kempegowda Layout,499.15562913907297,10.12,7
89601696443ffff,13.090701254881665,77.59649826183161,RMZ Galleria Residences,482.23509933774835,10.07,6
8960145a12bffff,12.937073381542751,77.51451959682926,Gopalan Arcade,473.7748344370861,10.07,8
8961892c3bbffff,13.054215970678406,77.64525957676354,K Narayanpura Cross,482.23509933774835,10.07,9
896189218c7ffff,12.99179709526036,77.75627551519048,Gopal Krishna Nagar,499.15562913907297,10.05,7
89618927347ffff,12.909759313335439,77.67471833116139,CNB Circle,524.5364238410597,10.05,9
89618925673ffff,12.953582554207793,77.68088820553432,HAL Industrial Area,575.2980132450332,10.0,10
8961892e60fffff,13.002667007415274,77.71065079525968,Ayyappa Nagar Circle,499.15562913907297,9.99,8
8961892c597ffff,13.012464429606299,77.66201626290638,OMSR Layout,541.4569536423841,9.94,10
8960145a883ffff,12.933952696567305,77.48862057950038,Ambedkar Circle,586.2963576158942,9.93,9
8960145a4abffff,12.921969708322601,77.55636128664105,Gururaja Layout,439.93377483443703,9.92,8
8961892e95bffff,12.994436200607606,77.61895544332485,Sindhi Colony,456.8543046357616,9.89,8
8960145946bffff,13.04165173235013,77.55835969995861,Sundara Nagar,414.55298013245033,9.84,8
896189259b3ffff,12.924025290533711,77.57925392018474,Jagathguru Shri Sivaratripura Circle,566.8377483443709,9.84,10
8961892ed07ffff,12.969826923202223,77.6251613598349,Ranka Court,516.0761589403974,9.81,10
89618925527ffff,12.917362020347868,77.6453428950814,HSR Layout,389.17218543046357,9.79,7
8961892cbd7ffff,13.0575741305098,77.59533859335606,RMZ Latitude Commercial,406.0927152317881,9.72,7
8961892ee53ffff,13.006053606076298,77.66070231077518,Kasturi Nagar,414.55298013245033,9.71,8
8960169046bffff,13.198365972233688,77.70859447000518,Kempegowda International Airport Devanahalli,456.8543046357616,9.7,8
89618924e8fffff,12.890829160911844,77.59494065402704,Govinda Reddy Layout,448.39403973509934,9.7,8
89618924a2fffff,12.913385493381838,77.56584151918258,Teachers Colony,473.7748344370861,9.7,8
896189255d3ffff,12.91620466532454,77.66760177378423,Ambalipura,583.7582781456955,9.67,11
8960145b04bffff,13.004187373608575,77.57879307012789,Malleshwaram,414.55298013245033,9.65,6
89618925aa3ffff,12.9560091820619,77.60265692369161,B&C Colony,414.55298013245033,9.65,8
896014590cbffff,13.049143110760468,77.5542729935688,Dr K Shivaramakarantha Circle,541.4569536423841,9.64,8
89618925ab3ffff,12.953862845519739,77.60502811068596,Gajendra Nagar,406.0927152317881,9.64,8
8961892f683ffff,13.045317393032494,77.74755671927215,Salarpuria Sattva East Crest,507.61589403973505,9.59,7
89601696d37ffff,13.072782874722739,77.50293426440969,Janapriya Nivas,609.1390728476822,9.58,12
8961892ca0fffff,13.070367167312579,77.60639060423708,Metropolitan Cooperative Housing Society,490.6953642384106,9.54,9
89601690c23ffff,13.187834908074567,77.64451911741779,Sadahalli Gate Junction,507.61589403973505,9.52,8
8961892eb8fffff,13.00299164125624,77.61789601474842,Richards Town,473.7748344370861,9.52,8
8960145953bffff,13.024622463427407,77.53521514352859,Arge Urban Bloom,482.23509933774835,9.49,9
89618925a07ffff,12.962418341901131,77.60396860064579,Sir Mirza Ismail Nagar,414.55298013245033,9.46,8
8961892dd57ffff,13.079907239607227,77.63364991743002,RR Signature,439.93377483443703,9.45,8
8961892cec7ffff,13.05212311094081,77.63076988257454,Aswath Nagar Circle,456.8543046357616,9.45,9
8960145a8cbffff,12.944619914292792,77.49360462424363,Janata Colony,499.15562913907297,9.43,9
89618925d83ffff,12.911114061527726,77.60190071276392,NS Palya Industrial Area,499.15562913907297,9.43,9
8960145b207ffff,13.014885310392895,77.57536186877371,Sadashivanagar Junction,541.4569536423841,9.42,10
8961892462bffff,12.899187616431629,77.64443218728928,Peekayam Layout,592.2185430463577,9.39,7
8960145a4bbffff,12.919823783053001,77.55873129937318,BT Somanna Circle,473.7748344370861,9.39,8
8961892c14bffff,13.048865235768737,77.64697554254762,Geddalahalli,406.0927152317881,9.35,7
8961892e9a7ffff,12.977382748575096,77.6042207940006,MG Road Area,363.7913907284768,9.34,6
8961892e5b7ffff,12.959994139459768,77.68220265067623,Ramesh Nagar,355.3311258278147,9.33,7
8961892f5a7ffff,13.014433207242126,77.71025064321896,Sri Manjunatha Layout,592.2185430463577,9.33,7
896016964a3ffff,13.07576372984184,77.58781894705328,L&T Realty Elara Celestia,355.3311258278147,9.33,6
89618925cd3ffff,12.92383740911212,77.62980065095658,Krupanidhi College Junction,558.3774834437087,9.32,10
896014583cfffff,13.010822318535666,77.50431578217236,Peenya,532.996688741722,9.3,9
8960145ad53ffff,12.9243442481948,77.48665942573884,Hoyasala Circle,406.0927152317881,9.27,8
8960145b40bffff,12.98170279660378,77.5910529613103,Ali Askar Road Junction,439.93377483443703,9.22,8
896189243d3ffff,12.901402328890828,77.62520746773336,Bommanahalli,363.7913907284768,9.22,6
89618925a97ffff,12.952774610484122,77.61042651701321,Annepalya,439.93377483443703,9.16,8
89601458123ffff,12.986307577751314,77.48527501935207,Apanapa Layout,439.93377483443703,9.16,8
89618935b4fffff,12.860433208006473,77.7039876643451,Shivaji Maharaj Layout,363.7913907284768,9.16,7
8960145b0a3ffff,12.986048887032434,77.56946347485581,Nagendrappa Garden,499.15562913907297,9.12,7
8961892c1afffff,13.032866923442413,77.63526101184104,Maruthi Layout,541.4569536423841,9.12,10
89601459667ffff,13.05981435010938,77.55926487436922,Jayalakshmamma Layout,516.0761589403974,9.11,10
89618924c53ffff,12.879068223278562,77.59534452544368,Doddamma Industrial Layout,448.39403973509934,9.1,8
89618925417ffff,12.922582344143182,77.67734648380409,Trinity Meadows,406.0927152317881,9.1,7
8961892490bffff,12.884580886477107,77.55152782892718,Navaratan Gardens,431.47350993377484,9.1,8
89601696027ffff,13.097199206349627,77.56410244345199,Attur Layout,355.3311258278147,9.08,7
8961892ee43ffff,13.0082002485776,77.65832962865112,Rakesh Fantasy Garden Doctors Layout,558.3774834437087,9.08,11
896014595a7ffff,13.01501218017872,77.53325092540439,Jai Bhuvaneswari Nagar,416.3658940397351,9.05,7
8961892ab8fffff,13.054877269469033,77.76641754524937,SBR Keerthi Prime,338.4105960264901,9.02,4
8961892c8d3ffff,13.04362047316343,77.61497025177046,Govind Pura,465.31456953642385,9.02,7
8960145b39bffff,13.00209550856254,77.56431699061054,Maruthi Extension Vinayaka Layout,558.3774834437087,9.01,10
89601459357ffff,13.065229721748535,77.53228099723599,Vishweshwaraiah Enclave,473.7748344370861,9.01,8
896014594dbffff,13.031990631263405,77.57324144245746,AECS Layout,507.6158940397352,8.99,9
8961892e897ffff,12.98261716882865,77.63621516145594,BDA Complex,549.9172185430464,8.98,8
89601690083ffff,13.195181853886531,77.69949502264802,Bavapura,465.31456953642385,8.98,9
8961892e877ffff,12.997612532729345,77.62803993872566,ITC Mud Fort Apartments,397.63245033112594,8.97,7
8960169661bffff,13.10672278017747,77.59977847952023,Kendriya Vihar Apartment,532.996688741722,8.96,9
8961892eb8bffff,13.004050556630327,77.62092410060006,Lazar Layout,490.6953642384106,8.95,9
8960145841bffff,12.979748662660024,77.53446915954552,Selvam Industrial Estate,465.31456953642396,8.9,8
8960145952bffff,13.026766143323584,77.53284478908287,Arge Urban Bloom,414.55298013245033,8.9,7
8960145164bffff,12.907068663192508,77.53927437173499,DS Max Savera,431.47350993377484,8.89,6
8960145908fffff,13.040615939602745,77.54691100029375,Renaissance Reserva,338.4105960264901,8.88,6
89618925cafffff,12.920696358870064,77.61229263276061,Gangotri Circle,410.3228476821193,8.84,7
8961892c927ffff,13.037338972614858,77.57152571093596,Judicial Layout,456.8543046357616,8.84,8
89618924103ffff,12.881149119034712,77.60982008745884,Rashi Pride,456.8543046357616,8.8,9
8961892c1abffff,13.033926198004067,77.63829004097612,Hennuru - Bagaluru Road,456.8543046357616,8.8,9
89601458537ffff,12.968099337675113,77.50120531551633,Yashawini Layout,439.93377483443703,8.79,7
89601696197ffff,13.08011993414931,77.55779890656046,HMT Layout,414.55298013245033,8.78,7
8960145a0c7ffff,12.94016379656733,77.54884594532474,Ramakrishna Yogashram,532.996688741722,8.78,9
89601459593ffff,13.013902772674367,77.54706737108187,Ashokapuram,532.996688741722,8.78,9
89618921d27ffff,12.96941626426933,77.7347880656445,Dr BR Ambedkar Circle,423.0132450331126,8.77,6
8961892eb6bffff,13.019042668804397,77.6127489679529,Tiger Tippu Circle,448.39403973509934,8.73,8
8960145a03bffff,12.942337609283829,77.53805690902635,Giri Nagar,448.39403973509934,8.73,8
89618925573ffff,12.923739781028996,77.65508475215235,SM Industrial Estate,532.996688741722,8.72,9
89618924393ffff,12.89393514088826,77.62086817012067,Seenappa Layout,532.996688741722,8.72,9
89601696487ffff,13.074679861986148,77.593218506281,Vista Pixel,431.47350993377484,8.72,6
89618925b9bffff,12.94962990494161,77.59292086213124,Dr Ambedkar Social Welfare Association,406.0927152317881,8.66,8
89618920807ffff,12.939534165309977,77.71739765314878,Bellevue,482.23509933774835,8.66,8
8960145b393ffff,12.998891592270846,77.56366176319445,Kasturi Dham Apartment,516.0761589403974,8.64,9
89618924e83ffff,12.888681905892136,77.59731118778471,Arakere,389.17218543046357,8.63,7
8961892ecc7ffff,12.977205187689027,77.65479044173044,Sir CV Raman Circle,465.31456953642385,8.62,9
8960145b66fffff,13.010569114131584,77.5885290165443,Vasanth Enclave,465.31456953642385,8.62,7
8961892cecfffff,13.055327992693885,77.63142641595768,Thanisandra Circle,456.8543046357616,8.62,9
8961892eccbffff,12.981468901377603,77.6584765101982,Poojari Marappa Layout,482.23509933774835,8.61,9
8960145a487ffff,12.917677772131546,77.56110134237916,BT Somanna Circle,473.7748344370861,8.61,8
8961892ed37ffff,12.967710189389452,77.61910566724188,ASC Junction,516.0761589403974,8.58,10
8960145a627ffff,12.94762975162389,77.55318063512433,Kalidasa Circle,439.93377483443703,8.55,8
89618925d37ffff,12.91543928020999,77.58873602167279,Shanthi Park Apartments,355.3311258278147,8.55,6
89618925807ffff,12.93998639045414,77.5993780545463,Hombegowda Nagar,329.95033112582786,8.55,6
89618924063ffff,12.896049586345386,77.62692254536817,Smt Ramakka Layout,431.47350993377484,8.55,8
8960145b66bffff,13.011628311368089,77.5915560771436,Vasanth Enclave,380.71192052980143,8.54,6
8960145b293ffff,13.006305680972789,77.58484646000767,Palace Ground,423.0132450331126,8.49,7
8961892db27ffff,13.112048401484305,77.60649166905769,Venkatachala Layout,355.3311258278147,8.49,6
89601458607ffff,13.000054506936817,77.5330023478851,Kurubarahalli,414.55298013245033,8.49,7
8960145a22bffff,12.966907708655937,77.54026981935905,Vijay Mansion,473.7748344370861,8.49,8
8960145816bffff,12.996975271385448,77.4902596069743,Sri Akadantha Nagar,380.71192052980143,8.48,6
8960145a67bffff,12.957212949522418,77.56356657649745,Chamarajpet,338.4105960264901,8.48,4
8960145b477ffff,12.982789587899358,77.58565515524269,Khanija Bhawan,456.8543046357616,8.45,9
896014594cbffff,13.03413499257269,77.57087028038396,Jaladarshini Layout,499.15562913907297,8.44,9
8961892ea53ffff,13.021078300495684,77.644094165997,HRBR Layout Extension,423.0132450331126,8.43,8
89601458467ffff,12.985122483196985,77.5243348654607,Vinayaka Nagar,370.4387417218544,8.43,6
89601458527ffff,12.970243243301331,77.49883606921509,Sri Maregowda Circle,355.3311258278147,8.43,6
8961892ea43ffff,13.023224341852869,77.64172169397364,HRBR Layout Extension,406.0927152317881,8.42,7
8960145a1a7ffff,12.925318822203097,77.51492623005772,Sri Pattanagere Jayanna Circle,355.3311258278147,8.39,7
8960145ae2bffff,12.95208451181216,77.49793533615369,Ullal Junction,397.63245033112594,8.39,6
8961892c557ffff,13.02743255007744,77.66227148169453,Swamy Vivekananda Heights,380.7119205298013,8.38,7
896189241afffff,12.875830264619305,77.60311161798273,Gramatana,304.5695364238411,8.37,6
