h3,lat,lon,area,cost_year,CIS,n_parking
896189264dbffff,12.821997600486474,77.68767009838434,Sattva Texonic,1598.9900662251653,20.44,21
8961892ebcbffff,13.011519161766083,77.62526495287729,Sakamma Layout,1645.5215231788081,20.42,30
89618927673ffff,12.901058210412353,77.70950512219127,East Park Residences,1730.1241721854306,20.41,29
89618925567ffff,12.92483013515679,77.64968430695359,Agara Junction,1861.2582781456954,20.4,36
8960145867bffff,13.009664838996999,77.53496645735052,APMC Government Quarters,1302.8807947019868,20.37,22
8960169050bffff,13.183442262734433,77.6914556126405,Chikkanahalli North Taluka,2072.764900662252,20.37,35
89618925423ffff,12.925821576145031,77.6695725227734,Green Glen Layout,1336.7218543046358,20.34,23
8961892c517ffff,13.019962811671979,77.65792770712679,VV Pearl,1810.496688741722,20.32,32
89601459e0bffff,13.056746863242811,77.50808156480716,Brindavan Layout,1472.0860927152319,20.3,28
8960145b587ffff,12.962534042462677,77.57027315089455,Church Circle,1717.4337748344371,20.27,26
896014583c3ffff,13.008678975658661,77.5066854492692,M Ramaiah Layout,1438.245033112583,20.26,26
8961892cb0fffff,13.062947053522507,77.5851958499751,Oscar Orchards,1666.6721854304637,20.26,27
896189253c3ffff,12.955825855338745,77.65322217673211,Golf Manor Apartment,1582.069536423841,20.25,23
8961892591bffff,12.934696123142297,77.58424604265102,Jayanagar,1590.5298013245038,20.23,28
8960145a3abffff,12.952003661807886,77.523184291363,BDA Layout,1912.019867549669,20.21,25
8961892580bffff,12.94424903364888,77.60306062110806,Mythreyi Naimisha,1675.132450331126,20.15,29
89618925987ffff,12.925083208530351,77.58227978316292,Shri Satya Sai Circle,1480.546357615894,20.15,29
89618925dd7ffff,12.915376319903816,77.60558307365056,MICO Layout,1535.5380794701991,20.13,27
896014595c3ffff,13.023513704991181,77.5490323193048,Vaishnavi Sapphire,1607.4503311258277,20.1,24
89601459e93ffff,13.043912481399838,77.51388304756125,Krishna Gowda Layout,1313.1539735099338,20.1,21
89618925b93ffff,12.946425477306134,77.59226523792573,B Venkata Reddy Nagar,1548.2284768211919,20.08,30
89618920967ffff,12.939635589004023,77.69209464009782,NCC Nagarjuna Green Woods,1675.132450331126,20.08,27
8961892cccfffff,13.032893936677823,77.62683107059931,CMR Garden,2016.0811258278152,19.99,39
8961892eb93ffff,12.998699803753027,77.62263974140777,Cox Town,1920.480132450331,19.96,37
89618925c07ffff,12.924958856711559,77.61597568176134,Madiwala Junction,1455.1655629139073,19.77,26
8960145a2dbffff,12.964707564284112,77.55948087719152,Tippu Chowk,1615.91059602649,19.76,27
89618924277ffff,12.915279832844359,77.63085961853595,HSR Layout,1319.8013245033114,19.74,26
8960145b5bbffff,12.964679501013965,77.56790258188853,Police Quarters,1539.76821192053,19.68,26
8961892602bffff,12.839271476298808,77.65184177088231,Concord Silicon Valley,1598.9900662251657,19.62,29
8961892ea27ffff,13.014724015739867,77.62592130195779,Captain Munshi Layout,1598.9900662251657,19.62,29
89618920b27ffff,12.95460779582751,77.69235134523066,Doddanekundi Circle,1472.0860927152319,19.56,23
89618924b67ffff,12.910242295823604,77.54834733408002,VVR Supreme Residency,1598.9900662251653,19.54,21
8961892e84fffff,13.002935089752405,77.63475336832362,Maruthi Sevanagar Circle,1362.1026490066229,19.53,25
8961892e4b7ffff,12.967399376214525,77.70341570895441,Dr APJ Abdul Kalam Enclave,1328.2615894039736,19.51,20
8960145ad9bffff,12.912591326292894,77.4870669769287,Nathamkaiamcheri,1489.0066225165567,19.5,18
89618924a0fffff,12.913354789363588,77.574262423783,Umarbagh Layout,1658.2119205298013,19.45,31
8961892ed27ffff,12.969856592648677,77.61673409682228,Craig Park Layout,1607.450331125828,19.44,30
89618922827ffff,12.887029248474452,77.73758233015648,Muthanallur Cross,1593.067880794702,19.41,20
8960145a283ffff,12.956182662498325,77.55212032556005,PMM Compound,1429.784768211921,19.39,23
896016900d7ffff,13.19944898389955,77.70318616352458,Arisinakunte,1379.0231788079473,19.38,27
8961892eb17ffff,13.005137431186434,77.61552419658362,SBI Senior Officers Flats,1209.8178807947022,19.37,21
8961892ec0fffff,12.980440692593191,77.64701683006362,Michaelpalya,1480.546357615894,19.36,28
89618925d2fffff,12.920790282058709,77.58702090903402,Jayanagar,1446.705298013245,19.35,25
8961892766fffff,12.905356947760783,77.70475949362172,Ram Circle,1353.6423841059604,19.33,25
8961892c5abffff,13.018903862127571,77.65489808117819,Peddanna Reddy Layout,1594.155629139073,19.33,28
8961892e92fffff,12.988083514255926,77.60078979322677,Police Quarters,1852.7980132450334,19.31,32
896189262abffff,12.854206192620683,77.66052376448383,Nanjuda Reddy Layout,1218.2781456953644,19.3,24
896189264cbffff,12.824147854371068,77.68529830403452,Vidyanagar,1742.814569536424,19.3,23
8961892e687ffff,12.99195873938711,77.71408236486418,Hoodi Circle,1429.784768211921,19.28,24
8960145b5a7ffff,12.962562284101672,77.56185128025189,Sirsi Circle,1751.2748344370862,19.28,34
8960145840bffff,12.981893077391634,77.53209916516887,Asthagrama New Extension,1522.8476821192053,19.27,27
8960145934fffff,13.070575954366223,77.53056516105063,Divya Limelite,1302.8807947019868,19.24,22
8960145b0dbffff,12.99454776958782,77.58525082213704,RV Layout,1345.182119205298,19.22,25
89618925c4fffff,12.935631204570571,77.62097115196678,Koramangala,1412.864238410596,19.21,26
89601451207ffff,12.910360734992677,77.51467866587252,Subhash Chandrabose Nagar,1353.6423841059604,19.19,26
896189251a3ffff,12.925952675128206,77.63585628174273,SBI Colony,1582.069536423841,19.19,31
89618925c83ffff,12.91851720115222,77.6230894022631,Silk Board Junction,1404.4039735099338,19.17,26
896189256cfffff,12.950344127267098,77.68866373199731,Divyasree Technopolis,1692.0529801324503,19.12,31
8961892e673ffff,13.005873190443685,77.7113086414493,KR Puram,1328.2615894039736,19.11,22
8960145a28bffff,12.959386454400294,77.55277525696718,Mominpura,1666.672185430464,19.1,22
8961892e007ffff,12.992052423902772,77.68877598642769,Mahadevapura,1573.6092715231791,19.09,23
89618924467ffff,12.87995599819101,77.64049387367304,Wellington Layout,1776.655629139073,19.09,30
89618920b1bffff,12.956690371033579,77.70684686011882,Purva Riviera,1835.877483443709,19.02,31
89601696023ffff,13.09825986991376,77.56712943966673,Sai Ram Layout,1548.2284768211919,19.02,30
8961892ed03ffff,12.970885288952779,77.6281893916558,Keshwaraj Layout,1353.6423841059604,19.01,25
8960145866fffff,13.010749232759597,77.52957137248919,Kempamma Layout,1641.2913907284772,19.0,23
8961892eb97ffff,12.997640980093008,77.61961164393412,Government Police Quarters,1675.132450331126,18.99,29
89601458c4fffff,12.988475029734815,77.47449166384739,Dodda Gollarahatti,1370.5629139072848,18.99,21
8960145149bffff,12.867536368405512,77.53681332899949,Thalaghattapura,1429.784768211921,18.98,22
89618921957ffff,12.989746463056846,77.7333312251394,Sadaramangala Industrial Area,1725.8940397350993,18.89,30
8960169050fffff,13.182381017577246,77.68842312632599,Chikkanahalli North Taluka,1827.4172185430464,18.89,31
89618927257ffff,12.915010513008818,77.69829869609204,AET Junction,1590.5298013245038,18.88,27
8961892400bffff,12.891753816411128,77.63166498109642,Nandishwara Layout,1480.546357615894,18.88,25
89618921ac7ffff,13.014245505070786,77.76088633044554,Alpine Viva,1497.466887417219,18.87,26
89618924a8bffff,12.90691519480368,77.58137341326427,Learning to Fly,1489.0066225165567,18.86,28
89601459597ffff,13.01284329026563,77.54404195666042,Ashoka Heights,1345.182119205298,18.83,23
89601451483ffff,12.866479088320258,77.5337897363267,Thalaghattapura,1442.4751655629136,18.83,22
8961892ec7bffff,12.986851162453709,77.64833018699213,Byappanahalli Junction,1535.5380794701991,18.8,21
89601459137ffff,13.03536326690876,77.51494426331593,Dynamtic Circle,1753.812913907285,18.78,33
8960145b133ffff,12.983984764889449,77.54656882322074,Sri Mahaganapathi Nagar,1531.3079470198677,18.75,26
8961892ec63ffff,12.985792665350184,77.64530124516152,Aveda Meta,1381.4403973509934,18.74,21
89601690143ffff,13.202717611118837,77.67852350588166,Shreela Airview Enclave,1201.35761589404,18.72,23
8960169738bffff,13.161236934608908,77.59407316581446,After The Rain,1125.2152317880793,18.65,16
8961892ccd3ffff,13.028602720079434,77.63157560882344,Hennuru Junction,1142.135761589404,18.61,17
8961892ee97ffff,12.990026648394604,77.65741775413916,Big Bazaar Junction,1476.4370860927152,18.6,21
8961892e067ffff,12.99955305523575,77.68468712828293,BSNL CACT Building,1505.927152317881,18.59,23
8961892e0c3ffff,12.993079769253942,77.7002415939476,Mahadevpura Circle,1429.784768211921,18.59,26
89601459057ffff,13.050226753364647,77.54887611061952,Muni Venkatappa Block,1421.324503311258,18.59,21
89618925c0fffff,12.928163678138935,77.61663168153399,Madivala,1412.864238410596,18.57,26
89618925cb3ffff,12.916402021319747,77.61703487260975,Someshwara Colony,1505.9271523178809,18.56,26
896189258bbffff,12.934635277796527,77.60109329776195,Dairy Circle,1463.6258278145697,18.55,22
89618925e77ffff,12.952744336088275,77.61885271682598,Samastha Nagar,1531.3079470198677,18.53,29
8960145b19bffff,12.97966821965201,77.55973078640474,SSI Industrial Area,1395.9437086092717,18.53,25
89601696007ffff,13.097177280542285,77.5725282098035,Mandalkunte Village,1082.9139072847681,18.49,21
89601696003ffff,13.098237895793927,77.57555552183827,Yelahanka New Town,1370.5629139072848,18.47,27
89618927217ffff,12.907541296357618,77.69395388191874,Doddakannelli Circle,1480.546357615894,18.47,26
89601690d8bffff,13.176097398634615,77.63648693578557,Chikkjala Junction,1133.6754966887418,18.44,19
8960145b503ffff,12.971087560270856,77.56921306043569,Subhash Nagar,1501.6970198675497,18.42,23
8960145b60fffff,13.003074410467383,77.5926159531988,Income Tax and Central Excise Staff Quarters,1243.658940397351,18.38,20
8961892530fffff,12.958004236277556,77.64242066320278,Ganapathy Colony,1269.0397350993378,18.36,25
8961892cc6fffff,13.040415828965898,77.61431403569954,Govind Pura,1319.8013245033114,18.34,18
8961892ed13ffff,12.968738661124236,77.63056119510308,Ranka Corner Apartments,1446.705298013245,18.33,27
89618927227ffff,12.90972493025895,77.68314942232874,Sattva Senorita,1159.0562913907286,18.28,22
8961892c503ffff,13.02316815852389,77.65858465432468,Sycon Cressida,1531.3079470198677,18.26,28
896014596c3ffff,13.05335895741716,77.57480314076648,Glen Ridge,1480.546357615894,18.26,25
8960169644bffff,13.09390554943398,77.59715426839585,Concorde Mayfair,1175.9768211920532,18.24,19
896189242b3ffff,12.901369145863498,77.63363365977554,Garvebavipalya Junction,1184.4370860927154,18.23,20
89618925a3bffff,12.964564513783596,77.60159736867426,Sky Gardens,1598.9900662251657,18.22,30
8961892cc9bffff,13.02433861204959,77.62789046012053,Brindavan Nagar,1434.014900662252,18.21,23
8961892cb07ffff,13.059742898107812,77.58454012190286,Arvind Orchards,1116.7549668874174,18.21,20
8960145808bffff,12.989410618412814,77.51959522531617,Kamakshipalya,1218.2781456953644,18.18,24
89601459107ffff,13.037483250864334,77.52099347259306,Vivekanand Nagar,1404.4039735099338,18.18,23
89618920ad7ffff,12.959796503259142,77.73281356642656,Spectra Palmwoods,1167.516556291391,18.18,23
8960145851bffff,12.972335462713133,77.51329952214343,Bengaluru,1539.76821192053,18.16,27
8961892c8d7ffff,13.042560917919294,77.61194199987042,Govind Pura,1214.0480132450332,18.16,20
8961892288fffff,12.882690691464413,77.75076567008882,Dommansandra Circle,1133.6754966887418,18.04,18
89618934ac7ffff,12.804832598630274,77.69821509186703,Bangaranna Khanavali,1615.91059602649,17.99,20
8960145a213ffff,12.961531595750946,77.5504050575149,Old Guddadahalli,1539.76821192053,17.99,30
8960145a32fffff,12.95843732133193,77.5160757093907,Nagarabhavi Main Road,1438.245033112583,17.94,21
89601459e73ffff,13.058889429055442,77.50571150009087,Janapriya Heights Apartment,1085.451986754967,17.91,20
896014594c3ffff,13.03093101821963,77.57021486830193,BEL Employees HBCS,1167.516556291391,17.9,18
89618924677ffff,12.900244789089681,77.64746024581864,RR Residency,1006.7715231788081,17.78,17
89618924e8bffff,12.891886479964894,77.59796677882072,RMZ Futura,1269.0397350993378,17.73,23
8960145b69bffff,12.994492533390305,77.60210154035977,Aalco Layout,1209.8178807947022,17.72,21
8960145b02bffff,12.99674679400991,77.56603251179783,Subhash Nagar,1302.8807947019868,17.7,22
89618925d6fffff,12.928256959316693,77.59135811478713,Corporation Layout,1404.4039735099338,17.69,24
8961892e12bffff,12.988938169704404,77.6628197822572,Government Quarters,1336.7218543046358,17.66,23
8960145a353ffff,12.961586618406587,77.53356593494294,Attiguppe Circle,1235.198675496689,17.63,21
89601459853ffff,13.051445053137215,77.49296095383795,Manjunathanagara New Extension,1345.182119205298,17.63,21
8961892cc4fffff,13.040389578324458,77.62274300002957,Nagawara Junction,1260.5794701986756,17.62,24
89618925c57ffff,12.930279224347764,77.62268641203792,Koramangala,1412.864238410596,17.61,25
896189248cbffff,12.89195117707808,77.58112245135057,Bengaluru,1091.3741721854303,17.59,19
89618925c97ffff,12.915312268177555,77.62243330832052,Silk Board Junction,1133.6754966887418,17.58,19
8960145b46fffff,12.988139273092816,77.58393967366933,Sri Katan Layout,1116.7549668874174,17.52,21
8961892c983ffff,13.030880206874519,77.5870647301248,UAS Quarters,1150.5960264900664,17.49,20
8960145b51bffff,12.972146259140727,77.57223900913618,Sowrashtrapete,1032.1523178807947,17.47,17
89618926453ffff,12.826298023185423,77.68292653955938,Hebbagodi,1505.9271523178809,17.41,19
89618925b53ffff,12.961389258034048,77.59251681676801,Srinivasa Colony,1387.4834437086095,17.38,22
89618925a63ffff,12.970973619072177,77.60290904439071,Srinivas Nagar,1319.801324503311,17.37,19
8960145ac07ffff,12.925375002059383,77.49809582098484,BDA Layout,1209.8178807947024,17.33,17
8960145b3c7ffff,13.007444063690391,77.56260144298766,Gitanjali Circle,1218.2781456953644,17.32,20
8960145b4c3ffff,12.978470030208513,77.59882231108581,Mantri Altiue Apartment,1049.0728476821193,17.32,17
896189242a7ffff,12.90245964272548,77.62823482919396,Temple Tree,1091.3741721854303,17.3,21
8961892c38bffff,13.05633505760657,77.65131892621984,Hoodi,1252.1192052980134,17.27,22
89618925bd3ffff,12.953892620527329,77.59660318734012,NGO Colony,1116.7549668874174,17.24,20
89601458453ffff,12.984011222233521,77.53814861317171,Meenakshi Layout,1057.5331125827815,17.24,19
89601697477ffff,13.139805891484473,77.61780050772461,Bharthi Nagar,1434.860927152318,17.23,24
8960145a6a3ffff,12.94119319988444,77.56029116791997,Hanumantha Nagar,1302.8807947019868,17.21,22
8961892ea5bffff,13.024283432246136,77.64475086990154,HRBR Layout Extension,1116.7549668874174,17.2,19
8961892436bffff,12.914286839108176,77.61098083761343,Ram Sridhar Apartment,1328.2615894039736,17.2,26
89618924207ffff,12.909927129516232,77.63257478402117,HSR Layout,1345.182119205298,17.18,25
896014585b7ffff,12.960608211716808,77.50528979153641,Kengunte Circle,1192.8973509933776,17.13,20
89618920e4bffff,12.958670918649046,77.74665775542012,Brigade Harmony,1167.516556291391,17.1,20
8961892cb2fffff,13.062971015205534,77.5767698203431,Dasappa Layout,1175.9768211920532,17.1,19
89618920e57ffff,12.952257346136346,77.74534102894405,Prestige Raintree Park,1362.1026490066229,17.09,18
896014594cfffff,13.033075333235319,77.56784377408063,AGS Layout,1184.4370860927154,17.07,21
8960145824fffff,13.025730315711574,77.52140002104102,SBM Circle,1229.155629139073,17.07,21
89618920b07ffff,12.954574960150874,77.70078532373735,Aishwarya Opulence,1311.341059602649,17.02,22
896016901cfffff,13.197368394670002,77.68024036037268,Yerthiganahalli,1091.3741721854303,17.02,21
89601458557ffff,12.97553862983991,77.5139537974837,4th A Cross Road,1099.8344370860927,17.01,18
8960145809bffff,12.987266593792592,77.52196503018976,Sumnahalli Junction,1421.3245033112587,16.94,28
89618925b4bffff,12.966739578662823,77.5908014411068,Bagamane Pallavi Tower,1336.7218543046356,16.93,20
89601459173ffff,13.043889657129908,77.52230259234794,Sabari Nagar,1184.4370860927154,16.92,22
89618925963ffff,12.94113451593992,77.57713424231675,Amugam Circle,1142.135761589404,16.9,22
896014585b3ffff,12.961667105247463,77.50831323712443,Vinayaka Layout,1099.8344370860927,16.89,19
8961892cb6bffff,13.071499396447786,77.584135650286,SSVR Fairy Bells,1192.8973509933776,16.78,21
8961892e0bbffff,12.98669897615712,77.69049168610061,Mahadevapura,1539.76821192053,16.78,26
89618926b57ffff,12.855579716233356,77.58773078395566,Hexa Skyline,1099.8344370860927,16.72,21
89618927233ffff,12.908633202646714,77.6885515080731,Rainbow Drive,905.248344370861,16.65,16
89618924267ffff,12.917427354261658,77.62848822051748,Ozone Chamber,1243.658940397351,16.64,20
89618920e83ffff,12.94048751069616,77.74573991770791,KSRTC Travel House Junction,972.930463576159,16.64,16
89618924a3bffff,12.912297007700309,77.57123697646674,Vivekanand Colony,1285.9602649006624,16.63,25
8961892ea57ffff,13.0200192554128,77.64106504612626,CMR Road,1015.2317880794704,16.63,18
8961892dd4bffff,13.086317015165067,77.63496322345758,Orchid Piccadilly,1294.4205298013246,16.6,24
8961892aba3ffff,13.052759545881624,77.76034964074188,Bridge Signature Tower,1167.516556291391,16.6,15
8961892e957ffff,12.990172693419298,77.61527139953856,Dharmalingam Circle,930.6291390728479,16.55,17
896016911dbffff,13.248597927817169,77.71609416557072,Puttappana Gudi Bidi,1285.9602649006627,16.53,22
8960145a0d3ffff,12.939076622048708,77.55424089849106,Kattera Guppe,994.0811258278146,16.52,18
89618921d57ffff,12.974704953783192,77.74994989573426,Prestige White Meadows,896.7880794701987,16.52,11
89618924d73ffff,12.871700943410465,77.56574606177256,Tippu Sultan Circle,1057.5331125827815,16.5,18
89601696653ffff,13.110987751753571,77.60346306185636,Embassy Business Hub,1235.198675496689,16.38,21
