h3,lat,lon,day,hour,window,risk,risk_low,risk_high,cell_rate
8960145b3a7ffff,13.000003175983794,77.54984346680071,Tue,7,07:00-08:00,4.513466894837422,2.1863474881951936,5.841997852320921,186.65217391304347
8961892e98fffff,12.98055854458168,77.61330313217205,Sun,10,10:00-11:00,4.495472614793652,0.043478260869565216,6.301610182937225,46.43478260869565
8960145a26bffff,12.97437379053479,77.54460425854465,Wed,4,04:00-05:00,4.482613064070761,2.1475973201750893,7.162488431913147,158.82608695652175
8961892e9abffff,12.981645967305287,77.60790407487231,Wed,11,11:00-12:00,4.4520037230963245,3.0967736093234066,7.030114977428196,289.8695652173913
8960145b59bffff,12.96465116440439,77.57632508363632,Mon,10,10:00-11:00,4.451395151449455,2.146660941378207,6.84346647088815,373.2608695652174
8960145b3a7ffff,13.000003175983794,77.54984346680071,Wed,7,07:00-08:00,4.425786026339678,2.23203664161393,5.525620506045092,186.65217391304347
8960145b30fffff,13.010673683143166,77.55483414866346,Mon,9,09:00-10:00,4.420285367083629,1.7767685412479253,5.65700362147249,112.69565217391305
8961892e2bbffff,13.009140358493172,77.69509425538708,Mon,1,01:00-02:00,4.409957701117922,1.7177883299744572,5.631591359937799,144.8695652173913
8960145b3a7ffff,13.000003175983794,77.54984346680071,Sun,7,07:00-08:00,4.409667202758589,2.0271041137760446,6.302172547353512,186.65217391304347
8961892e9abffff,12.981645967305287,77.60790407487231,Tue,9,09:00-10:00,4.392311525060233,3.18657722122499,7.724657349794841,289.8695652173913
8960145b427ffff,12.97746783062643,77.57894671319185,Mon,9,09:00-10:00,4.3904719949443285,3.8592123231495163,8.704080268448065,320.39130434782606
896016964b7ffff,13.07255955260552,77.58716314506412,Thu,12,12:00-13:00,4.375228605694886,1.8113503072207249,5.308257416812683,121.91304347826087
89618920963ffff,12.94069311529191,77.69512487563676,Sat,8,08:00-09:00,4.369806921888275,0.043478260869565216,5.418645217490646,65.6086956521739
8960145b5cbffff,12.974263654955623,77.57829127810561,Sat,8,08:00-09:00,4.362042386907711,3.7534494625974926,8.277436271355723,260.5217391304348
8960145b5cbffff,12.974263654955623,77.57829127810561,Thu,10,10:00-11:00,4.3508757829168205,2.918069932770821,6.820888572879287,260.5217391304348
8960145a24fffff,12.973287826618714,77.54999956782973,Sun,11,11:00-12:00,4.342805680427702,1.7605616537528017,6.311426326508305,109.30434782608695
